drought_region_id,year_month,saturation_ratio
32,2019-10,0.9722500000000001
32,2019-11,0.9964999999999999
32,2019-12,0.9994
32,2020-01,0.999
32,2020-02,1.0
32,2020-03,0.9624
32,2020-04,0.433
32,2020-05,0.9107500000000001
32,2020-06,0.8736
32,2020-07,0.31024999999999997
32,2020-08,0.5852
32,2020-09,0.65925
32,2020-10,0.9784999999999999
32,2020-11,0.9962
32,2020-12,0.9990000000000001
32,2021-01,1.0
32,2021-02,0.99975
32,2021-03,0.9894000000000001
32,2021-04,0.8634999999999999
32,2021-05,0.9827999999999999
32,2021-06,0.93525
32,2021-07,0.9922500000000001
32,2021-08,0.8564
32,2021-09,0.7055
32,2021-10,0.9545
32,2021-11,0.9848000000000001
32,2021-12,1.0
32,2022-01,1.0
32,2022-02,1.0
32,2022-03,0.88975
32,2022-04,0.96625
32,2022-05,0.7056
32,2022-06,0.595
32,2022-07,0.381
32,2022-08,0.33920000000000006
32,2022-09,0.9075
32,2022-10,0.991
32,2022-11,0.998
32,2022-12,0.9995
32,2023-01,1.0
32,2023-02,0.9965
32,2023-03,0.9985
32,2023-04,1.0
32,2023-05,0.9183999999999999
32,2023-06,0.23775000000000002
32,2023-07,0.469
32,2023-08,0.611
32,2023-09,0.7035
32,2023-10,0.711
32,2023-11,0.998
32,2023-12,1.0
32,2024-01,1.0
32,2024-02,1.0
32,2024-03,1.0
32,2024-04,0.9906
32,2024-05,0.99875
32,2024-06,0.99775
32,2024-07,0.9026
32,2024-08,0.68725
32,2024-09,0.9507999999999999
32,2024-10,1.0
32,2024-11,0.99125
32,2024-12,
32,2025-01,1.0
32,2025-02,1.0
32,2025-03,0.9955999999999999
32,2025-04,0.90725
32,2025-05,0.98075
32,2025-06,0.621
32,2025-07,0.7955
32,2025-08,0.768
32,2025-09,0.9932000000000001
32,2025-10,0.997
32,2025-11,0.9972500000000001
32,2025-12,0.9985
33,1990-12,
33,1991-01,0.99875
33,1991-02,0.998
33,1991-03,0.9990000000000001
33,1991-04,0.9878
33,1991-05,0.9377500000000001
33,1991-06,0.97175
33,1991-07,0.841
33,1991-08,0.52675
33,1991-09,0.6628000000000001
33,1991-10,0.97675
33,1991-11,0.99775
33,1991-12,0.9982000000000001
33,1992-01,0.998
